,tmax,tmin,rain,tmax_tomorrow
2005-11-19,74.0,41.0,0.0,65.0
2005-11-20,65.0,38.0,0.0,65.0
2005-11-21,65.0,39.0,0.0,65.0
2005-11-22,65.0,39.0,0.0,67.0
2005-11-23,67.0,40.0,0.0,60.0
2005-11-24,60.0,41.0,0.02,62.0
2005-11-25,62.0,51.0,0.2,58.0
2005-11-26,58.0,39.0,0.0,57.0
2005-11-27,57.0,32.0,0.0,57.0
2005-11-28,57.0,40.0,0.47,57.0
2005-11-29,57.0,47.0,0.16,58.0
2005-11-30,58.0,46.0,0.0,61.0
2005-12-01,61.0,51.0,0.83,57.0
2005-12-02,57.0,42.0,0.0,57.0
2005-12-03,57.0,38.0,0.0,59.0
2005-12-04,59.0,33.0,0.0,60.0
2005-12-05,60.0,36.0,0.0,58.0
2005-12-06,58.0,32.0,0.0,56.0
2005-12-07,56.0,37.0,0.0,61.0
2005-12-08,61.0,47.0,0.0,62.0
2005-12-09,62.0,44.0,0.0,65.0
2005-12-10,65.0,40.0,0.0,63.0
2005-12-11,63.0,39.0,0.0,55.0
2005-12-12,55.0,46.0,0.0,56.0
2005-12-13,56.0,42.0,0.0,56.0
2005-12-14,56.0,36.0,0.0,57.0
2005-12-15,57.0,36.0,0.0,52.0
2005-12-16,52.0,35.0,0.0,51.0
2005-12-17,51.0,41.0,0.79,60.0
2005-12-18,60.0,50.0,1.93,64.0
2005-12-19,64.0,49.0,0.1,64.0
2005-12-20,64.0,49.0,0.01,64.0
2005-12-21,64.0,55.0,0.62,63.0
2005-12-22,63.0,57.0,0.83,62.0
2005-12-23,62.0,57.0,0.01,64.0
2005-12-24,64.0,53.0,0.0,59.0
2005-12-25,59.0,55.0,0.58,59.0
2005-12-26,59.0,52.0,0.29,60.0
2005-12-27,60.0,53.0,0.0,61.0
2005-12-28,61.0,48.0,0.66,56.0
2005-12-29,56.0,47.0,0.02,60.0
2005-12-30,60.0,52.0,0.55,61.0
2005-12-31,61.0,51.0,1.6,58.0
2006-01-01,58.0,49.0,0.3,54.0
2006-01-02,54.0,52.0,0.85,56.0
2006-01-03,56.0,48.0,0.05,66.0
2006-01-04,66.0,50.0,0.0,62.0
2006-01-05,62.0,47.0,0.0,61.0
2006-01-06,61.0,43.0,0.01,59.0
2006-01-07,59.0,50.0,0.17,60.0
2006-01-08,60.0,43.0,0.01,57.0
2006-01-09,57.0,38.0,0.0,53.0
2006-01-10,53.0,39.0,0.0,58.0
2006-01-11,58.0,44.0,0.08,58.0
2006-01-12,58.0,40.0,0.0,64.0
2006-01-13,64.0,43.0,0.01,54.0
2006-01-14,54.0,49.0,0.46,55.0
2006-01-15,55.0,38.0,0.0,55.0
2006-01-16,55.0,40.0,0.0,59.0
2006-01-17,59.0,43.0,0.11,58.0
2006-01-18,58.0,43.0,0.45,55.0
2006-01-19,55.0,39.0,0.04,61.0
2006-01-20,61.0,36.0,0.01,57.0
2006-01-21,57.0,44.0,0.03,64.0
2006-01-22,64.0,40.0,0.0,67.0
2006-01-23,67.0,38.0,0.0,60.0
2006-01-24,60.0,42.0,0.0,59.0
2006-01-25,59.0,39.0,0.0,56.0
2006-01-26,56.0,41.0,0.0,56.0
2006-01-27,56.0,41.0,0.04,56.0
2006-01-28,56.0,44.0,0.24,59.0
2006-01-29,59.0,47.0,0.0,57.0
2006-01-30,57.0,44.0,0.27,56.0
2006-01-31,56.0,38.0,0.0,57.0
2006-02-01,57.0,49.0,0.41,61.0
2006-02-02,61.0,53.0,0.13,59.0
2006-02-03,59.0,50.0,0.01,60.0
2006-02-04,60.0,48.0,0.08,65.0
2006-02-05,65.0,45.0,0.0,66.0
2006-02-06,66.0,42.0,0.0,66.0
2006-02-07,66.0,42.0,0.0,70.0
2006-02-08,70.0,42.0,0.0,69.0
2006-02-09,69.0,44.0,0.0,68.0
2006-02-10,68.0,41.0,0.0,63.0
2006-02-11,63.0,49.0,0.0,67.0
2006-02-12,67.0,45.0,0.01,71.0
2006-02-13,71.0,47.0,0.0,64.0
2006-02-14,64.0,42.0,0.0,55.0
2006-02-15,55.0,37.0,0.0,54.0
2006-02-16,54.0,34.0,0.0,50.0
2006-02-17,50.0,40.0,0.08,51.0
2006-02-18,51.0,37.0,0.1,54.0
2006-02-19,54.0,36.0,0.0,56.0
2006-02-20,56.0,34.0,0.0,58.0
2006-02-21,58.0,36.0,0.0,62.0
2006-02-22,62.0,35.0,0.0,66.0
2006-02-23,66.0,38.0,0.0,69.0
2006-02-24,69.0,41.0,0.0,60.0
2006-02-25,60.0,42.0,0.0,59.0
2006-02-26,59.0,44.0,0.3,64.0
2006-02-27,64.0,52.0,0.68,59.0
2006-02-28,59.0,45.0,0.05,60.0
2006-03-01,60.0,42.0,0.09,58.0
2006-03-02,58.0,47.0,0.12,56.0
2006-03-03,56.0,42.0,0.43,57.0
2006-03-04,57.0,41.0,0.0,58.0
2006-03-05,58.0,51.0,1.08,60.0
2006-03-06,60.0,46.0,0.53,58.0
2006-03-07,58.0,45.0,0.09,58.0
2006-03-08,58.0,38.0,0.0,56.0
2006-03-09,56.0,43.0,0.1,51.0
2006-03-10,51.0,40.0,0.1,52.0
2006-03-11,52.0,34.0,0.14,53.0
2006-03-12,53.0,39.0,0.15,57.0
2006-03-13,57.0,35.0,0.03,57.0
2006-03-14,57.0,46.0,0.73,57.0
2006-03-15,57.0,50.0,0.0,59.0
2006-03-16,59.0,49.0,0.46,58.0
2006-03-17,58.0,48.0,0.0,60.0
2006-03-18,60.0,39.0,0.0,61.0
2006-03-19,61.0,46.0,0.0,54.0
2006-03-20,54.0,45.0,0.52,56.0
2006-03-21,56.0,45.0,0.02,59.0
2006-03-22,59.0,45.0,0.0,63.0
2006-03-23,63.0,45.0,0.0,64.0
2006-03-24,64.0,53.0,0.48,61.0
2006-03-25,61.0,50.0,0.73,66.0
2006-03-26,66.0,41.0,0.0,65.0
2006-03-27,65.0,43.0,0.35,59.0
2006-03-28,59.0,50.0,0.31,59.0
2006-03-29,59.0,48.0,0.19,59.0
2006-03-30,59.0,50.0,0.05,61.0
2006-03-31,61.0,50.0,0.43,59.0
2006-04-01,59.0,48.0,0.05,59.0
2006-04-02,59.0,50.0,0.65,57.0
2006-04-03,57.0,51.0,0.14,55.0
2006-04-04,55.0,49.0,0.56,59.0
2006-04-05,59.0,48.0,0.1,61.0
2006-04-06,61.0,46.0,0.0,62.0
2006-04-07,62.0,47.0,0.27,63.0
2006-04-08,63.0,49.0,0.01,61.0
2006-04-09,61.0,50.0,0.07,63.0
2006-04-10,63.0,52.0,0.12,60.0
2006-04-11,60.0,52.0,0.53,59.0
2006-04-12,59.0,52.0,0.48,71.0
2006-04-13,71.0,50.0,0.01,63.0
2006-04-14,63.0,54.0,0.0,60.0
2006-04-15,60.0,52.0,0.06,60.0
2006-04-16,60.0,48.0,0.53,61.0
2006-04-17,61.0,41.0,0.01,67.0
2006-04-18,67.0,42.0,0.0,68.0
2006-04-19,68.0,45.0,0.0,65.0
2006-04-20,65.0,49.0,0.0,65.0
2006-04-21,65.0,49.0,0.0,65.0
2006-04-22,65.0,54.0,0.0,63.0
2006-04-23,63.0,54.0,0.0,58.0
2006-04-24,58.0,54.0,0.0,60.0
2006-04-25,60.0,52.0,0.0,64.0
2006-04-26,64.0,52.0,0.0,72.0
2006-04-27,72.0,49.0,0.0,66.0
2006-04-28,66.0,52.0,0.0,61.0
2006-04-29,61.0,52.0,0.0,76.0
2006-04-30,76.0,50.0,0.0,74.0
2006-05-01,74.0,47.0,0.0,73.0
2006-05-02,73.0,47.0,0.0,62.0
2006-05-03,62.0,51.0,0.0,66.0
2006-05-04,66.0,54.0,0.0,61.0
2006-05-05,61.0,53.0,0.0,62.0
2006-05-06,62.0,52.0,0.0,69.0
2006-05-07,69.0,52.0,0.0,69.0
2006-05-08,69.0,51.0,0.0,72.0
2006-05-09,72.0,47.0,0.0,82.0
2006-05-10,82.0,49.0,0.0,70.0
2006-05-11,70.0,51.0,0.0,69.0
2006-05-12,69.0,50.0,0.0,66.0
2006-05-13,66.0,50.0,0.0,86.0
2006-05-14,86.0,49.0,0.0,79.0
2006-05-15,79.0,55.0,0.0,68.0
2006-05-16,68.0,53.0,0.0,65.0
2006-05-17,65.0,52.0,0.0,66.0
2006-05-18,66.0,52.0,0.0,62.0
2006-05-19,62.0,53.0,0.25,72.0
2006-05-20,72.0,51.0,0.01,70.0
2006-05-21,70.0,55.0,0.39,70.0
2006-05-22,70.0,55.0,0.0,72.0
2006-05-23,72.0,59.0,0.0,74.0
2006-05-24,74.0,56.0,0.0,68.0
2006-05-25,68.0,52.0,0.0,67.0
2006-05-26,67.0,53.0,0.0,65.0
2006-05-27,65.0,51.0,0.0,67.0
2006-05-28,67.0,48.0,0.0,69.0
2006-05-29,69.0,49.0,0.0,68.0
2006-05-30,68.0,48.0,0.0,68.0
2006-05-31,68.0,54.0,0.0,73.0
2006-06-01,73.0,55.0,0.0,74.0
2006-06-02,74.0,58.0,0.0,76.0
2006-06-03,76.0,56.0,0.0,72.0
2006-06-04,72.0,57.0,0.0,67.0
2006-06-05,67.0,56.0,0.0,69.0
2006-06-06,69.0,54.0,0.0,68.0
2006-06-07,68.0,55.0,0.0,64.0
2006-06-08,64.0,54.0,0.0,68.0
2006-06-09,68.0,54.0,0.0,61.0
2006-06-10,61.0,54.0,0.0,63.0
2006-06-11,63.0,55.0,0.0,67.0
2006-06-12,67.0,58.0,0.0,68.0
2006-06-13,68.0,53.0,0.0,69.0
2006-06-14,69.0,50.0,0.0,73.0
2006-06-15,73.0,52.0,0.0,83.0
2006-06-16,83.0,55.0,0.0,77.0
2006-06-17,77.0,53.0,0.0,68.0
2006-06-18,68.0,51.0,0.0,69.0
2006-06-19,69.0,53.0,0.0,77.0
2006-06-20,77.0,50.0,0.0,89.0
2006-06-21,89.0,54.0,0.0,93.0
2006-06-22,93.0,57.0,0.0,74.0
2006-06-23,74.0,54.0,0.0,70.0
2006-06-24,70.0,56.0,0.0,71.0
2006-06-25,71.0,57.0,0.0,75.0
2006-06-26,75.0,57.0,0.0,68.0
2006-06-27,68.0,56.0,0.0,69.0
2006-06-28,69.0,58.0,0.0,73.0
2006-06-29,73.0,58.0,0.0,69.0
2006-06-30,69.0,57.0,0.0,68.0
2006-07-01,68.0,55.0,0.0,64.0
2006-07-02,64.0,55.0,0.0,65.0
2006-07-03,65.0,54.0,,66.0
2006-07-04,66.0,55.0,0.0,66.0
2006-07-05,66.0,55.0,0.0,67.0
2006-07-06,67.0,53.0,0.0,82.0
2006-07-07,82.0,49.0,0.0,83.0
2006-07-08,83.0,53.0,0.0,70.0
2006-07-09,70.0,54.0,0.0,65.0
2006-07-10,65.0,56.0,0.0,67.0
2006-07-11,67.0,55.0,0.0,71.0
2006-07-12,71.0,57.0,0.0,83.0
2006-07-13,83.0,56.0,0.0,70.0
2006-07-14,70.0,56.0,0.0,73.0
2006-07-15,73.0,55.0,0.0,79.0
2006-07-16,79.0,56.0,0.0,86.0
2006-07-17,86.0,54.0,0.0,84.0
2006-07-18,84.0,59.0,0.0,83.0
2006-07-19,83.0,63.0,0.0,84.0
2006-07-20,84.0,59.0,0.0,84.0
2006-07-21,84.0,63.0,0.0,98.0
2006-07-22,98.0,67.0,0.0,92.0
2006-07-23,92.0,64.0,0.0,89.0
2006-07-24,89.0,62.0,0.0,85.0
2006-07-25,85.0,62.0,0.0,72.0
2006-07-26,72.0,59.0,0.0,69.0
2006-07-27,69.0,59.0,0.0,69.0
2006-07-28,69.0,59.0,0.0,70.0
2006-07-29,70.0,59.0,0.0,74.0
2006-07-30,74.0,60.0,0.0,70.0
2006-07-31,70.0,55.0,0.0,73.0
2006-08-01,73.0,55.0,0.0,73.0
2006-08-02,73.0,54.0,0.0,73.0
2006-08-03,73.0,55.0,0.0,73.0
2006-08-04,73.0,59.0,0.0,74.0
2006-08-05,74.0,60.0,0.0,72.0
2006-08-06,72.0,57.0,0.0,71.0
2006-08-07,71.0,60.0,0.0,76.0
2006-08-08,76.0,59.0,0.0,90.0
2006-08-09,90.0,58.0,0.0,72.0
2006-08-10,72.0,58.0,0.0,68.0
2006-08-11,68.0,54.0,0.0,74.0
2006-08-12,74.0,58.0,0.0,69.0
2006-08-13,69.0,57.0,0.0,71.0
2006-08-14,71.0,57.0,0.0,69.0
2006-08-15,69.0,57.0,0.0,67.0
2006-08-16,67.0,58.0,0.0,75.0
2006-08-17,75.0,51.0,0.0,69.0
2006-08-18,69.0,55.0,0.0,66.0
2006-08-19,66.0,55.0,0.0,67.0
2006-08-20,67.0,56.0,0.0,67.0
2006-08-21,67.0,53.0,0.0,72.0
2006-08-22,72.0,52.0,0.0,71.0
2006-08-23,71.0,53.0,0.0,66.0
2006-08-24,66.0,53.0,0.0,69.0
2006-08-25,69.0,56.0,0.0,70.0
2006-08-26,70.0,58.0,0.0,69.0
2006-08-27,69.0,57.0,0.0,68.0
2006-08-28,68.0,55.0,0.0,64.0
2006-08-29,64.0,54.0,0.0,79.0
2006-08-30,79.0,53.0,0.0,78.0
2006-08-31,78.0,52.0,0.0,73.0
2006-09-01,73.0,56.0,0.0,67.0
2006-09-02,67.0,56.0,0.0,65.0
2006-09-03,65.0,56.0,0.0,68.0
2006-09-04,68.0,55.0,0.0,75.0
2006-09-05,75.0,55.0,0.0,69.0
2006-09-06,69.0,54.0,0.0,69.0
2006-09-07,69.0,51.0,0.0,65.0
2006-09-08,65.0,57.0,0.0,65.0
2006-09-09,65.0,56.0,0.0,70.0
2006-09-10,70.0,56.0,0.0,82.0
2006-09-11,82.0,53.0,0.0,85.0
2006-09-12,85.0,54.0,0.0,68.0
2006-09-13,68.0,56.0,0.0,66.0
2006-09-14,66.0,56.0,0.0,68.0
2006-09-15,68.0,50.0,0.0,75.0
2006-09-16,75.0,47.0,0.0,81.0
2006-09-17,81.0,49.0,0.0,79.0
2006-09-18,79.0,53.0,0.0,68.0
2006-09-19,68.0,52.0,0.0,81.0
2006-09-20,81.0,49.0,0.0,76.0
2006-09-21,76.0,53.0,0.0,80.0
2006-09-22,80.0,50.0,0.0,74.0
2006-09-23,74.0,50.0,0.0,77.0
2006-09-24,77.0,50.0,0.01,87.0
2006-09-25,87.0,51.0,0.0,68.0
2006-09-26,68.0,54.0,0.0,67.0
2006-09-27,67.0,58.0,0.0,63.0
2006-09-28,63.0,54.0,0.0,63.0
2006-09-29,63.0,54.0,0.0,66.0
2006-09-30,66.0,57.0,0.0,63.0
2006-10-01,63.0,56.0,0.0,68.0
2006-10-02,68.0,51.0,0.0,67.0
2006-10-03,67.0,50.0,0.0,66.0
2006-10-04,66.0,56.0,0.25,65.0
2006-10-05,65.0,52.0,0.38,59.0
2006-10-06,59.0,50.0,0.0,71.0
2006-10-07,71.0,50.0,0.0,78.0
2006-10-08,78.0,49.0,0.0,76.0
2006-10-09,76.0,49.0,0.0,70.0
2006-10-10,70.0,56.0,0.0,71.0
2006-10-11,71.0,49.0,0.0,67.0
2006-10-12,67.0,48.0,0.01,66.0
2006-10-13,66.0,57.0,0.0,64.0
2006-10-14,64.0,56.0,0.0,59.0
2006-10-15,59.0,56.0,0.0,68.0
2006-10-16,68.0,54.0,0.0,71.0
2006-10-17,71.0,48.0,0.0,73.0
2006-10-18,73.0,46.0,0.0,76.0
2006-10-19,76.0,46.0,0.0,78.0
2006-10-20,78.0,50.0,0.0,82.0
2006-10-21,82.0,50.0,0.0,79.0
2006-10-22,79.0,49.0,0.0,77.0
2006-10-23,77.0,46.0,0.01,65.0
2006-10-24,65.0,49.0,0.0,78.0
2006-10-25,78.0,43.0,0.0,79.0
2006-10-26,79.0,44.0,0.0,76.0
2006-10-27,76.0,45.0,0.0,75.0
2006-10-28,75.0,43.0,0.0,61.0
2006-10-29,61.0,47.0,0.0,61.0
2006-10-30,61.0,52.0,0.0,60.0
2006-10-31,60.0,46.0,0.0,65.0
2006-11-01,65.0,46.0,0.02,66.0
2006-11-02,66.0,55.0,0.2,68.0
2006-11-03,68.0,59.0,0.1,66.0
2006-11-04,66.0,52.0,0.0,70.0
2006-11-05,70.0,50.0,0.01,72.0
2006-11-06,72.0,52.0,0.0,68.0
2006-11-07,68.0,53.0,0.01,65.0
2006-11-08,65.0,56.0,0.03,63.0
2006-11-09,63.0,43.0,0.0,63.0
2006-11-10,63.0,39.0,0.0,63.0
2006-11-11,63.0,45.0,0.35,63.0
2006-11-12,63.0,38.0,0.02,62.0
2006-11-13,62.0,50.0,0.96,62.0
2006-11-14,62.0,48.0,0.0,64.0
2006-11-15,64.0,45.0,0.0,66.0
2006-11-16,66.0,49.0,0.0,65.0
2006-11-17,65.0,51.0,0.02,64.0
2006-11-18,64.0,47.0,0.0,62.0
2006-11-19,62.0,48.0,0.01,63.0
2006-11-20,63.0,54.0,0.0,64.0
2006-11-21,64.0,48.0,0.0,62.0
2006-11-22,62.0,48.0,0.07,64.0
2006-11-23,64.0,44.0,0.0,58.0
2006-11-24,58.0,36.0,0.0,61.0
2006-11-25,61.0,39.0,0.0,53.0
2006-11-26,53.0,39.0,0.41,57.0
2006-11-27,57.0,48.0,0.04,56.0
2006-11-28,56.0,36.0,0.0,58.0
2006-11-29,58.0,38.0,0.0,57.0
2006-11-30,57.0,36.0,0.0,60.0
2006-12-01,60.0,36.0,0.0,67.0
2006-12-02,67.0,36.0,0.0,60.0
2006-12-03,60.0,43.0,0.0,61.0
2006-12-04,61.0,36.0,0.0,61.0
2006-12-05,61.0,35.0,0.0,60.0
2006-12-06,60.0,37.0,0.0,61.0
2006-12-07,61.0,35.0,0.0,69.0
2006-12-08,69.0,41.0,0.14,64.0
2006-12-09,64.0,52.0,0.48,54.0
2006-12-10,54.0,44.0,0.0,58.0
2006-12-11,58.0,41.0,0.02,59.0
2006-12-12,59.0,52.0,1.9,61.0
2006-12-13,61.0,53.0,0.07,61.0
2006-12-14,61.0,55.0,0.02,58.0
2006-12-15,58.0,46.0,0.06,52.0
2006-12-16,52.0,36.0,0.0,54.0
2006-12-17,54.0,34.0,0.0,57.0
2006-12-18,57.0,31.0,0.0,54.0
2006-12-19,54.0,34.0,0.0,50.0
2006-12-20,50.0,33.0,0.0,51.0
2006-12-21,51.0,42.0,0.5,56.0
2006-12-22,56.0,41.0,0.0,54.0
2006-12-23,54.0,36.0,0.0,55.0
2006-12-24,55.0,42.0,0.0,53.0
2006-12-25,53.0,41.0,0.0,63.0
2006-12-26,63.0,49.0,0.27,57.0
2006-12-27,57.0,47.0,0.07,62.0
2006-12-28,62.0,37.0,0.0,53.0
2006-12-29,53.0,36.0,0.0,55.0
2006-12-30,55.0,34.0,0.0,51.0
2006-12-31,51.0,38.0,0.0,56.0
2007-01-01,56.0,36.0,0.0,60.0
2007-01-02,60.0,39.0,0.0,59.0
2007-01-03,59.0,42.0,0.02,54.0
2007-01-04,54.0,44.0,0.16,56.0
2007-01-05,56.0,42.0,0.0,60.0
2007-01-06,60.0,34.0,0.0,60.0
2007-01-07,60.0,35.0,0.0,69.0
2007-01-08,69.0,43.0,0.0,57.0
2007-01-09,57.0,41.0,0.0,55.0
2007-01-10,55.0,34.0,0.0,52.0
2007-01-11,52.0,37.0,0.0,49.0
2007-01-12,49.0,33.0,0.0,49.0
2007-01-13,49.0,29.0,0.0,52.0
2007-01-14,52.0,28.0,0.0,57.0
2007-01-15,57.0,31.0,0.0,49.0
2007-01-16,49.0,28.0,0.09,53.0
2007-01-17,53.0,36.0,0.02,59.0
2007-01-18,59.0,31.0,0.0,56.0
2007-01-19,56.0,34.0,0.0,58.0
2007-01-20,58.0,34.0,0.0,69.0
2007-01-21,69.0,41.0,0.0,59.0
2007-01-22,59.0,38.0,0.0,58.0
2007-01-23,58.0,33.0,0.0,60.0
2007-01-24,60.0,34.0,0.0,52.0
2007-01-25,52.0,37.0,0.0,50.0
2007-01-26,50.0,39.0,0.09,58.0
2007-01-27,58.0,45.0,0.29,62.0
2007-01-28,62.0,44.0,0.08,58.0
2007-01-29,58.0,44.0,0.0,57.0
2007-01-30,57.0,38.0,0.0,55.0
2007-01-31,55.0,49.0,0.0,51.0
2007-02-01,51.0,49.0,0.0,56.0
2007-02-02,56.0,40.0,0.0,56.0
2007-02-03,56.0,37.0,0.0,62.0
2007-02-04,62.0,39.0,0.0,65.0
2007-02-05,65.0,42.0,0.0,62.0
2007-02-06,62.0,44.0,0.0,61.0
2007-02-07,61.0,51.0,0.43,59.0
2007-02-08,59.0,50.0,0.28,60.0
2007-02-09,60.0,55.0,0.48,60.0
2007-02-10,60.0,55.0,1.26,59.0
2007-02-11,59.0,47.0,0.04,60.0
2007-02-12,60.0,46.0,0.4,57.0
2007-02-13,57.0,47.0,0.0,59.0
2007-02-14,59.0,48.0,0.0,62.0
2007-02-15,62.0,45.0,0.0,69.0
2007-02-16,69.0,45.0,0.01,72.0
2007-02-17,72.0,52.0,0.0,60.0
2007-02-18,60.0,44.0,0.0,62.0
2007-02-19,62.0,44.0,0.0,59.0
2007-02-20,59.0,46.0,0.0,60.0
2007-02-21,60.0,51.0,0.0,56.0
2007-02-22,56.0,44.0,0.74,55.0
2007-02-23,55.0,41.0,0.0,58.0
2007-02-24,58.0,44.0,0.14,56.0
2007-02-25,56.0,49.0,0.15,55.0
2007-02-26,55.0,45.0,0.55,54.0
2007-02-27,54.0,38.0,0.19,54.0
2007-02-28,54.0,37.0,0.07,57.0
2007-03-01,57.0,38.0,0.0,60.0
2007-03-02,60.0,37.0,0.0,63.0
2007-03-03,63.0,42.0,0.0,68.0
2007-03-04,68.0,48.0,0.0,69.0
2007-03-05,69.0,50.0,0.0,66.0
2007-03-06,66.0,44.0,0.0,62.0
2007-03-07,62.0,50.0,0.0,60.0
2007-03-08,60.0,43.0,0.0,61.0
2007-03-09,61.0,49.0,0.0,66.0
2007-03-10,66.0,45.0,0.0,79.0
2007-03-11,79.0,48.0,0.0,76.0
2007-03-12,76.0,51.0,0.01,67.0
2007-03-13,67.0,52.0,0.0,63.0
2007-03-14,63.0,47.0,0.0,76.0
2007-03-15,76.0,45.0,0.0,79.0
2007-03-16,79.0,48.0,0.0,59.0
2007-03-17,59.0,48.0,0.0,62.0
2007-03-18,62.0,52.0,0.0,61.0
2007-03-19,61.0,51.0,0.0,60.0
2007-03-20,60.0,46.0,0.12,66.0
2007-03-21,66.0,45.0,0.0,71.0
2007-03-22,71.0,45.0,0.0,70.0
2007-03-23,70.0,46.0,0.0,62.0
2007-03-24,62.0,48.0,0.0,61.0
2007-03-25,61.0,52.0,0.0,62.0
2007-03-26,62.0,49.0,0.2,62.0
2007-03-27,62.0,47.0,0.0,65.0
2007-03-28,65.0,45.0,0.0,69.0
2007-03-29,69.0,41.0,0.0,69.0
2007-03-30,69.0,45.0,0.0,66.0
2007-03-31,66.0,45.0,0.0,60.0
2007-04-01,60.0,49.0,0.0,65.0
2007-04-02,65.0,45.0,0.0,67.0
2007-04-03,67.0,45.0,0.0,67.0
2007-04-04,67.0,50.0,0.0,66.0
2007-04-05,66.0,51.0,0.0,58.0
2007-04-06,58.0,51.0,0.0,64.0
2007-04-07,64.0,53.0,0.0,65.0
2007-04-08,65.0,53.0,0.0,65.0
2007-04-09,65.0,53.0,0.0,69.0
2007-04-10,69.0,44.0,0.0,62.0
2007-04-11,62.0,52.0,0.16,63.0
2007-04-12,63.0,48.0,0.0,66.0
2007-04-13,66.0,44.0,0.0,59.0
2007-04-14,59.0,52.0,0.28,69.0
2007-04-15,69.0,48.0,0.0,69.0
2007-04-16,69.0,47.0,0.0,62.0
2007-04-17,62.0,49.0,0.0,60.0
2007-04-18,60.0,47.0,0.0,58.0
2007-04-19,58.0,47.0,0.24,62.0
2007-04-20,62.0,47.0,0.15,58.0
2007-04-21,58.0,51.0,0.25,61.0
2007-04-22,61.0,51.0,0.25,66.0
2007-04-23,66.0,43.0,0.0,64.0
2007-04-24,64.0,51.0,0.0,62.0
2007-04-25,62.0,48.0,0.0,66.0
2007-04-26,66.0,46.0,0.0,79.0
2007-04-27,79.0,50.0,0.0,80.0
2007-04-28,80.0,52.0,0.0,64.0
2007-04-29,64.0,50.0,0.0,70.0
2007-04-30,70.0,49.0,0.0,65.0
2007-05-01,65.0,50.0,0.0,65.0
2007-05-02,65.0,53.0,0.07,61.0
2007-05-03,61.0,50.0,0.01,64.0
2007-05-04,64.0,52.0,0.02,78.0
2007-05-05,78.0,48.0,0.0,89.0
2007-05-06,89.0,58.0,0.0,89.0
2007-05-07,89.0,63.0,0.0,83.0
2007-05-08,83.0,56.0,0.0,66.0
2007-05-09,66.0,52.0,0.0,70.0
2007-05-10,70.0,50.0,0.0,59.0
2007-05-11,59.0,50.0,0.0,63.0
2007-05-12,63.0,52.0,0.0,69.0
2007-05-13,69.0,50.0,0.0,63.0
2007-05-14,63.0,49.0,0.0,58.0
2007-05-15,58.0,51.0,0.0,63.0
2007-05-16,63.0,50.0,0.0,62.0
2007-05-17,62.0,51.0,0.0,66.0
2007-05-18,66.0,53.0,0.0,65.0
2007-05-19,65.0,51.0,0.0,69.0
2007-05-20,69.0,52.0,0.0,72.0
2007-05-21,72.0,53.0,0.0,73.0
2007-05-22,73.0,50.0,0.0,82.0
2007-05-23,82.0,52.0,0.0,71.0
2007-05-24,71.0,52.0,0.0,64.0
2007-05-25,64.0,52.0,0.0,64.0
2007-05-26,64.0,53.0,0.0,62.0
2007-05-27,62.0,52.0,0.0,68.0
2007-05-28,68.0,52.0,0.0,65.0
2007-05-29,65.0,53.0,0.0,64.0
2007-05-30,64.0,55.0,0.0,62.0
2007-05-31,62.0,54.0,0.0,63.0
2007-06-01,63.0,53.0,0.0,60.0
2007-06-02,60.0,53.0,0.0,66.0
2007-06-03,66.0,52.0,0.0,69.0
2007-06-04,69.0,54.0,0.0,67.0
2007-06-05,67.0,55.0,0.0,69.0
2007-06-06,69.0,53.0,0.0,69.0
2007-06-07,69.0,50.0,0.0,66.0
2007-06-08,66.0,51.0,0.0,69.0
2007-06-09,69.0,49.0,0.0,68.0
2007-06-10,68.0,52.0,0.0,68.0
2007-06-11,68.0,51.0,0.0,74.0
2007-06-12,74.0,50.0,0.0,83.0
2007-06-13,83.0,55.0,0.0,88.0
2007-06-14,88.0,58.0,0.0,76.0
2007-06-15,76.0,57.0,0.0,63.0
2007-06-16,63.0,53.0,0.0,79.0
2007-06-17,79.0,51.0,0.0,73.0
2007-06-18,73.0,52.0,0.0,69.0
2007-06-19,69.0,55.0,0.0,66.0
2007-06-20,66.0,53.0,0.0,70.0
2007-06-21,70.0,55.0,0.0,70.0
2007-06-22,70.0,53.0,0.0,69.0
2007-06-23,69.0,51.0,0.0,71.0
2007-06-24,71.0,51.0,0.0,78.0
2007-06-25,78.0,50.0,0.0,66.0
2007-06-26,66.0,50.0,0.0,66.0
2007-06-27,66.0,54.0,0.0,71.0
2007-06-28,71.0,53.0,0.0,72.0
2007-06-29,72.0,55.0,0.0,67.0
2007-06-30,67.0,54.0,0.0,69.0
2007-07-01,69.0,54.0,0.0,74.0
2007-07-02,74.0,54.0,0.0,68.0
2007-07-03,68.0,56.0,0.0,81.0
2007-07-04,81.0,55.0,0.0,79.0
2007-07-05,79.0,57.0,0.0,67.0
2007-07-06,67.0,55.0,0.0,62.0
2007-07-07,62.0,54.0,0.0,70.0
2007-07-08,70.0,55.0,0.0,71.0
2007-07-09,71.0,57.0,0.0,70.0
2007-07-10,70.0,57.0,0.0,73.0
2007-07-11,73.0,58.0,0.0,73.0
2007-07-12,73.0,55.0,0.0,76.0
2007-07-13,76.0,55.0,0.0,68.0
2007-07-14,68.0,57.0,0.0,70.0
2007-07-15,70.0,58.0,0.0,68.0
2007-07-16,68.0,58.0,0.0,72.0
2007-07-17,72.0,58.0,0.0,73.0
2007-07-18,73.0,62.0,0.0,74.0
